id,keyword,location,text,target,prob_DIS_TRUE,prob_DIS_FALSE,prediction
11513,arsonist,"Melbourne Australia
",Equivalent of an arsonist that lights the fire then rushes in as a hero to put it out! Except this fi… https://t.co/xFebDYfVsa,0,0.25299558,0.718952,NOT a Disaster
11514,arsonist,"Townsville, Queensland",Have I got this right #Arsonist in Chief of #AustraliaBurning Morrison is even smugger &amp; smirkier than usual bc he clai…,0,0.19689499,0.78409415,NOT a Disaster
11515,arsonist,,Fke news. None of the bush fires in Victoria were lit by arsonist.,1,0.9170176,0.08287124,Disaster
11517,arsonist,United States,It’s called 185 arsonist!,0,0.20686114,0.7755797,NOT a Disaster
11525,arsonist,"Minnesota, USA","Trump is simply a political arsonist. He requires crisis and chaos to survive. If there is no crisis, he will create…",0,0.26542175,0.71088517,NOT a Disaster
11527,arsonist,,Moving on very quickly from the bush fires you arsonist,1,0.85718477,0.13330303,Disaster
11528,arsonist,,"Trump is simply a political arsonist. He requires crisis and chaos to survive. If there is no crisis, he…",0,0.25562778,0.721355,NOT a Disaster
11653,attacked,"Carolina, Puerto Rico",Remember when Brie Larson said we needed more diversity in critics for THIS exact reason and the internet attacked her... he…,0,0.24255672,0.7752151,NOT a Disaster
11839,bioterrorism,,It's bioterrorism causing it. They have arrested over a hundred arsonists for setting fires,1,0.82319057,0.17800926,Disaster
12706,buildings-burning,Conchologia,From what I know...these burning buildings are an annual occurrence. I am not ruling out arson but jus… https://t.co/LsEc981h68,1,0.70237756,0.27215067,Disaster
12928,bush-fires,UK,"Ever since it came out that bush fires in Australia are caused by arsonists, not by ""climate crisis"", the BBC appear a lot…",1,0.876439,0.124993354,Disaster
12931,bush-fires,Islas Canarias,More like an ill considered change in bush management and multiple fires set by arsonists.,1,0.86367965,0.13521998,Disaster
13372,collapsed,,"#Auspol If our pathetic Govt moves vs Coal, they will be collapsed by their Masters, #ArsonistMineralCouncil. Govt only exi…",0,0.25937694,0.7202936,NOT a Disaster
13406,collapsed,,"#Auspol If our pathetic Govt moves vs Coal, they will be collapsed by their Masters, #ArsonistMineralCouncil. Govt… https://t.co/L9W6o9V0M4",0,0.2697742,0.713388,NOT a Disaster
13610,collision,Ireland,"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from… https://t.co/grLsqCarDG",1,0.8886866,0.108187504,Disaster
16402,fatalities,,"2009 bushfires in Victoria: - 173 fatalities - Labor Govt &amp; Kevin Rudd - Caused by arson, power lines, lightning -… https://t.co/pQSo7nVFuk",1,0.92257285,0.07748101,Disaster
17018,forest-fires,,Many forest fires are caused by Arson. The forest fire has drastically reduced Prime Minister Morrison's approval r… https://t.co/U5zP170B0m,1,0.89204544,0.11136397,Disaster
19229,police,"minneapolis, mn",🇦🇺 180 people so far charged with arson during Australian bushfires? False ❌ We collated police figures from across Aust…,1,0.8987796,0.100042574,Disaster
