id,keyword,location,text,target,prob_DIS_TRUE,prob_DIS_FALSE,prediction
13165,catastrophic,"Hampshire, England",Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherston https://t.co/VXVbCVdxaL,1,0.88775796,0.103586145,Disaster
13177,catastrophic,Regional NSW,‘The price of vegetables is expected to jump by up to 50% as catastrophic bushfires destroy crops&amp; shut down highways…,1,0.90773946,0.09333314,Disaster
13179,catastrophic,,Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherston | Books… https://t.co/Qcl11vlmA9,1,0.8806791,0.10896694,Disaster
13186,catastrophic,"Warsaw, Poland",guardianeco: Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fethe… https://t.co/9tNgtZwrUz,1,0.88498986,0.10316203,Disaster
13392,collapsed,,"Govt were warned of a looming #BushfireCrisis 1 year ago, yet Libs/Nats buried the “risk management” report Scott Morri…",1,0.8856951,0.11352818,Disaster
13410,collapsed,Earth,"Guys, relax! Players have always collapsed on court due to bushfire smoke inhalation. #AusOpen #AustraliaBushfires https://…",1,0.88326424,0.11327266,Disaster
13413,collapsed,"Melbourne, Australia","Guys, relax! Players have always collapsed on court due to bushfire smoke inhalation. #AusOpen #AustraliaBushfires",1,0.88326424,0.11327266,Disaster
13906,cyclone,Darug country,"Yep, not just in bushfire prone areas either https://t.co/K4lbCFavdY",1,0.84689975,0.14515981,Disaster
13945,damage,,Residents of Conjola Park in NSW return to survey the damage after bushfire. #abc730 #AustralianBushfiresDisaster…,1,0.9183974,0.079088576,Disaster
14039,danger,Canberra,"Can anyone believe the cheek of calling a bushfires inquiry?! For g sake, the recommendations of the…",1,0.79897696,0.1887966,Disaster
14149,death,Malaysia,"australia is dropping down food from helicopters for their wildlife. due to the raging bushfires, many of the animals…",1,0.87581897,0.11478539,Disaster
14267,debris,"Georgia, USA",The sweet relief of rain after bushfires threaten disaster for our rivers Fire debris flowing into the Murray-Darling Basin w…,1,0.8942684,0.098470256,Disaster
14271,debris,,Here is another constructive idea for the Government – Make sure that people who have lost their homes in the bushfires a…,1,0.8772906,0.12250269,Disaster
14324,deluge,"Russell Island, Qld Australia","A sudden deluge of rain could fall in bushfire-ravaged parts of New South Wales this weekend, if forecasts prove correc…",1,0.8952415,0.10043032,Disaster
14325,deluge,,A sudden deluge of rain could fall in bushfire-ravaged parts of New South Wales this weekend. https://t.co/5FjxKKZ3nN #NSW…,1,0.8917532,0.10390851,Disaster
14331,deluge,,Online fact-checkers confront deluge of bushfire misinformation https://t.co/ZxSaPDkAia via,1,0.8879952,0.106162034,Disaster
14345,deluge,,"Forecasters are saying there’s “a lot of rain to go round in the next eight days”, with parts of bushfire-ravaged area…",1,0.9151818,0.085368626,Disaster
14351,deluge,"Perth, Western Australia",Online fact-checkers confront deluge of bushfire misinformation https://t.co/4HYGuIrSKH,1,0.8960622,0.09935491,Disaster
14369,deluge,"Perth, Western Australia","Forecasters are saying there’s “a lot of rain to go round in the next eight days”, with parts of bushfire-ravaged a… https://t.co/8jYY7W5vuM",1,0.90783197,0.09088109,Disaster
14940,destroyed,Island of the Gods & all too much plastic,"The bee industry estimates about 10,000 hives have been destroyed by bushfires across Australia. The combined effec… https://t.co/94U6ZrA9zP",1,0.843725,0.13811517,Disaster
14964,destroyed,,Government set to revise total number of hectares destroyed during bushfire season to 17 million after millions of hectar…,1,0.91058856,0.089154646,Disaster
15086,devastated,,Our country has been devastated by bushfires &amp; we need your help! 🔥 So that's why we're proud to announce The Down-Unde…,1,0.843457,0.1354589,Disaster
15106,devastated,おもちゃ屋さん,The bushfire crisis has devastated communities across the nation and the scenes of loss are heartbreaking. We’ve heard…,1,0.9149323,0.08829965,Disaster
15120,devastation,,Scorched earth devastation on #KangarooIsland 💔 #bushfirecrisis #Australia …,1,0.9211479,0.07661195,Disaster
15165,disaster,"Perth, Australia",So announced a Royal Commission on bushfires. Maybe - and hear me out here - his government could have just…,1,0.8161824,0.17094919,Disaster
15168,disaster,"London, England","The tragic and horrific bushfires in Australia have, once again, been hijacked by the extreme eco-evangelists who ascr…",1,0.9083301,0.08988705,Disaster
15194,disaster,Lagos,"Australia, our hearts are with you. To join us in supporting the bushfire relief efforts, visit: https://t.co/5Jz30ETqoR https:/…",1,0.8157809,0.16094398,Disaster
15197,displaced,An Australian increasingly more concerned about democracy in Australia.,The NSW government has launched a scheme to open vacant holiday homes to residents displaced in the state's bushfire crisis. h…,1,0.85748255,0.13848668,Disaster
15268,drought,"Padstow, Sydney","Bit sad considering water restrictions, drought and bushfires in parts of the country, surely… https://t.co/cEApfsFN96",1,0.9123561,0.08663667,Disaster
15298,drought,,2012 Carbon Tax Cost = $4.4b/yr Cost of: 2017-Now Drought $12b 2012-Now Cyclones $13.7b 2019-20 Bushfires $5b 2012… https://t.co/A8OUijwjLp,1,0.8490364,0.13916959,Disaster
15304,drought,"Lower Hunter, Australia","""Vegetable prices may soar 50 per cent as growers face perfect storm of bushfires and drought"" …",1,0.78418076,0.20545988,Disaster
15308,drought,Upper Hunter Valley,Vegetable prices may soar 50 per cent as growers face perfect storm of bushfires and drought - ABC News https://t.co/g68x5SMclg,1,0.83588505,0.15491462,Disaster
15310,drought,USA and Global,🔥One Of The Many Outcomes to come from #AustralianBushfires #AustraliaFires #Drought 🔥Vegetable prices may soar 50… https://t.co/hLJMEvXvcx,1,0.8894658,0.10111248,Disaster
15317,drought,"Sydney, Australia","A big day of news, plus some soaking rain for drought and bushfire-affected areas in our weather forecast... join us tonig…",1,0.847181,0.13536374,Disaster
15806,emergency-plan,,I respectfully put it to you that this bushfire emergency has put more jobs at risk than a sensible order…,1,0.8952331,0.10147372,Disaster
15833,emergency-services,SYD / YYZ,"In response to the current #bushfirecrisis, is extending and increasing emergency veterinary services for anima…",1,0.8893004,0.113331854,Disaster
15875,emergency-services,Asia Pacific,Our thoughts are with everyone affected by the devastating #bushfires. Maddocks has pledged $40K to the #VictorianBush…,1,0.88392746,0.11360599,Disaster
15889,emergency-services,"Melbourne, Victoria",Very smokey in #Melbourne today. Destruction and impact of the #bushfiresAustralia seems unrelenting. Deep gratitud… https://t.co/ouDnrP5hpK,1,0.9152224,0.08534891,Disaster
15891,emergency-services,"Melbourne, Victoria",The Bushfire case support program can provide free information and advice for people impacted by the Gippsland and North E…,1,0.8853034,0.11337301,Disaster
16046,evacuate,🇺🇸 🇺🇸 🇺🇸,"1️⃣4️⃣9️⃣ AUSTRALIA URGES MASS EVACUATION 🔥 Australia urging some 240,000 citizens to evacuate. 🔥 Seems “bushfires” may b…",1,0.9222839,0.07858824,Disaster
16066,evacuated,Southern hemisphere,"As fire crews battle to bring bushfires raging across the western end of Kangaroo Island under control, a firefighter r…",1,0.89390486,0.106392205,Disaster
16402,fatalities,,"2009 bushfires in Victoria: - 173 fatalities - Labor Govt &amp; Kevin Rudd - Caused by arson, power lines, lightning -… https://t.co/pQSo7nVFuk",1,0.92257285,0.07748101,Disaster
16574,fire,Indonesia | UTC+7,"reading about australian bushfire smoke reminded me of how we, too, had similarly horrendous condition for months d… https://t.co/PZesZ7Xkbz",1,0.8641623,0.11749396,Disaster
16680,first-responders,"Melbourne, Australia",In #Australia everyone knows someone who has been affected by the #bushfires &amp; we all want to do our part to help.… https://t.co/zztybwyGj1,1,0.88882935,0.114805646,Disaster
16691,first-responders,"Midway Point, Tasmania","#auspol felt sick when i read this: ""first responders tackling #bushfires advised to kill baby #kangaroos and #koalas w…",1,0.88776606,0.10156865,Disaster
16709,flames,"Bangkok, Thailand","Amazing to see a huge colony of bats flying across Batemans Bay, away from bushfire ravaged forest towards Cullendu… https://t.co/KBBeKmFyLW",1,0.7928538,0.18211704,Disaster
16829,flood,"Melbourne, Australia","'Alice Bishop’s short story collection, A Constant Hum, tells fictional stories of the Black Saturday bushfires ... Alice…",1,0.8813405,0.1205744,Disaster
16914,floods,"Malacca, Malaysia",our 2020 so far: 🇦🇺 Australia bushfires 🇺🇲🇮🇷 World War 3 threats from US &amp; Iran 🇮🇩 flash floods in Indonesia 🇵🇷🇮🇷 Puerto Ri…,1,0.9263191,0.07287003,Disaster
17006,forest-fires,Seymou,"bahahahaha yes, they'll probably still be happening in March. bushfires don't go out after a couple d… https://t.co/887yP4ff8W",1,0.8940338,0.10400056,Disaster
17248,hazard,"New Farm, Brisbane","Spoke to a guy from country Victoria today. He informed me they're calling their #bushfires 'the Greenies' fires"". When I poi…",1,0.8708715,0.13339724,Disaster
17262,hazardous,"Melbourne, Victoria (Boon wurrung)","Melbourne's air quality on Tuesday morning is at levels worse than predicted due to an influx of bushfire smoke, plummeting to…",1,0.90633756,0.09518642,Disaster
17263,hazardous,,The #airquality in Melbourne is hazardous today due to the bushfires. The advises Melburnians should try…,1,0.8285065,0.15101838,Disaster
17273,hazardous,"Minnesota, USA",Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/44wOfgYcSN,1,0.9137572,0.08589566,Disaster
17291,hazardous,"London, England",Why are none of the News Media reporting on this! Melbourne air quality drops to 'hazardous' levels as bushfire smo… https://t.co/g6e6R4mFUB,1,0.9130404,0.08225111,Disaster
17292,hazardous,Cambridge,Melbourne choked by hazardous smoke as bushfires continue to burn across Victoria https://t.co/McmEpO9ZI3,1,0.920919,0.08001537,Disaster
17294,hazardous,Melbourne,Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/yotDRLNqhc,1,0.9137572,0.08589566,Disaster
17297,hazardous,"Melbourne, Victoria",Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/rq3B4SQnz5,1,0.9137572,0.08589566,Disaster
17304,hazardous,"Melbourne, Victoria",Melbourne air quality drops to 'hazardous' levels as bushfire smoke lingers over Victoria https://t.co/m1L1YhSgFr via,1,0.9150756,0.08554516,Disaster
17312,hazardous,,The 'hazardous' air level due to the #bushfires in #Australia makes impossible to continue a match.… https://t.co/Po6AS1SwDp,1,0.80704325,0.17739484,Disaster
17541,hijacking,Canterbury Cathedral,"Yes James, the Left now hijacking the bushfire crisis to push their climate change hysteria agenda.",1,0.732071,0.2518442,Disaster
17768,injured,,Australians are opening their homes to wildlife injured and orphaned in the bushfires. #abc730 #AustralianBushfires…,1,0.91400856,0.08533788,Disaster
17774,injured,,Volunteers around Australia are caring for wildlife injured and orphaned in the bushfires. #abc730 #AustralianBushf…,1,0.9056517,0.093468465,Disaster
18298,mass-murder,United States,Absolutely tragic. And intentional. Mass murder. Not #climatechange #AustralianBushfire #AustralianWildFires https://t.co/SHAWE4yNOd,1,0.9163473,0.080072634,Disaster
19229,police,"minneapolis, mn",🇦🇺 180 people so far charged with arson during Australian bushfires? False ❌ We collated police figures from across Aust…,1,0.8987796,0.100042574,Disaster
19386,razed,KUALA LUMPUR,Today’s SCMP backpage: 11 million hectares have been razed by the Australian 🔥 #bushfiresAustralia #bushfirecrisis …,1,0.89205205,0.10667664,Disaster
19408,razed,Hong Kong,Today’s SCMP backpage: 11 million hectares have been razed by the Australian 🔥 #bushfiresAustralia #bushfirecrisis… https://t.co/5QHFzmIb6o,1,0.89205205,0.10667664,Disaster
19444,razed,"Pakenham, Victora, Australia","""A beautiful bunch of legends,"" - tradies band together to rebuild bushfire ravaged towns #TFFAC https://t.co/…",1,0.9191437,0.08092525,Disaster
19585,rescued,Eskişehir,"Just as firefighters are combating #bushfires in Australia, rescuing people and animals, 75 years ago our own national f…",1,0.89801437,0.10627933,Disaster
19601,rescuers,"New South Wales, Australia",From bushfires to the drought – it’s been a tough time of late – especially for our wildlife. While the extreme weather has p…,1,0.8758121,0.11651277,Disaster
19602,rescuers,,"""F*****' Aussies!"": Amid the bushfire devastation on Kangaroo Island, one team of rescuers has brought some light-heart…",1,0.9097604,0.09409828,Disaster
19624,rescuers,Australia,From bushfires to the drought – it’s been a tough time of late – especially for our wildlife. While the extreme we… https://t.co/6dcn6iMMQL,1,0.8645512,0.12658077,Disaster
19643,rescuers,United States,"1-New South Wales, Australia is trying to safeguard ""all wildlife"" bushfire survivors via aerial food/water drops. Estimates…",1,0.9054354,0.09177924,Disaster
20301,sirens,UK,"Australia bushfires are harbinger of planet’s future, say scientists Apocalyptic scenes give glimpse of what would be normal…",1,0.84918416,0.1374183,Disaster
20336,smoke,India,Australian Open player collapses on court as bushfire smoke covers Melbourne – video https://t.co/K4DyBuoiC1,1,0.7785152,0.22110197,Disaster
20343,smoke,"Kyoto, Japan",“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The… https://t.co/23tuFrLWXJ,1,0.9094611,0.0886366,Disaster
20354,smoke,"Berlin, Germany, 3rd planet from sun","Bushfire smoke plume is expected to lap the globe, NASA says. ""In the case of these fires — they are so huge, they are…",1,0.90250915,0.097324066,Disaster
20357,smoke,Hull,"Bushfire smoke plume destined to reach Australia again after circling the globe, NASA predicts https://t.co/UGMkGbh02a",1,0.8857079,0.102425925,Disaster
20365,smoke,"Sydney, New South Wales",NASA says smoke from Australia's devastating bushfires will pass back over the country after travelling around the globe. #9N…,1,0.8917162,0.1002463,Disaster
20380,smoke,"New York, NY","Rain offers Australian bushfire hope, but smoke hits tennis stars: Physorg https://t.co/KkOYmfxmcI MORE w/ EcoSear… https://t.co/QityDBeIYD",1,0.83836246,0.15119533,Disaster
20900,survived,भारत,Australia is airdropping vegetables from helicopters to feed the animals that survived the bushfires https://t.co/JGmYGNrU…,1,0.89301395,0.10397871,Disaster
20914,survived,Oz,Australia is airdropping vegetables from helicopters to feed the animals that survived the bushfires https://t.co/tOvpkU7C…,1,0.89301395,0.10397871,Disaster
21111,threat,Sydney,Check out my first article on the bushfires and forecasted rain! https://t.co/9Gsu0oEiNl,1,0.82269055,0.15494747,Disaster
21782,volcano,upd 🎬,While we’re busy responding to #bushfires here at home our colleagues at are helping people caught up in the…,1,0.9116244,0.09267727,Disaster
22057,wildfire,"England, United Kingdom",A rescue operation organized by a local family on Kangaroo Island transported injured koalas from areas devastated by bushfires. T…,1,0.925731,0.07508648,Disaster
22085,wildfire,,London gay bar throws mammoth 12 hour drag-a-thon to rise vital funds for devastating Australia bushfires https://t.co/d2gklG…,1,0.7729117,0.21933123,Disaster
