id,keyword,location,text,target,prob_DIS_TRUE,prob_DIS_FALSE,prediction
11481,arson,,Emergency Services Commissioner Andrew Crisp says most Victorian fires started by lightening. Not aware of any police…,1,0.9027762,0.10104445,Disaster
11483,arson,Australia,I've gotten a lot of hate mail for our latest article about the actual arson figures for this bushfire season. Some have accus…,1,0.9027588,0.09760253,Disaster
11483,arson,Australia,I've gotten a lot of hate mail for our latest article about the actual arson figures for this bushfire season. Some have accus…,1,0.9027588,0.09760253,Disaster
11483,arson,Australia,I've gotten a lot of hate mail for our latest article about the actual arson figures for this bushfire season. Some have accus…,1,0.9027588,0.09760253,Disaster
11485,arson,"gehenna, probably",that's right im rdg caste heaven.... surprised no one's thought of arson,0,0.21905708,0.750226,NOT a Disaster
11487,arson,"Oregon, USA",Yeah because arson and poor forest management is not climate change.,1,0.7112046,0.26735276,Disaster
11488,arson,Nazi Germany,200 people were arrested for arson 😂,1,0.85531974,0.15255763,Disaster
11489,arson,,"Officials Charge Nearly 200 with Arson, Looting as Wildfires Rage https://t.co/sY2lhGhsGZ",1,0.9198968,0.08871939,Disaster
11489,arson,,"Officials Charge Nearly 200 with Arson, Looting as Wildfires Rage https://t.co/sY2lhGhsGZ",1,0.9198968,0.08871939,Disaster
11489,arson,,"Officials Charge Nearly 200 with Arson, Looting as Wildfires Rage https://t.co/sY2lhGhsGZ",1,0.9198968,0.08871939,Disaster
11491,arson,"Sydney, Perth and Oxford.",As fire chiefs in NSW have made clear there may be a few cases of arson but most fires are caused by ligh… https://t.co/7GDlTmGvrO,1,0.8637919,0.13706858,Disaster
11491,arson,"Sydney, Perth and Oxford.",As fire chiefs in NSW have made clear there may be a few cases of arson but most fires are caused by ligh… https://t.co/7GDlTmGvrO,1,0.8637919,0.13706858,Disaster
11494,arson,chicago,Ladies don’t ever go to jail for arson over a dusty ass cheating man in a c class 😩 is his date just sittin there waitin…,0,0.20994025,0.7648303,NOT a Disaster
11495,arson,,"it's not just arson that's starting the fires though, in some ar… https://t.co/n6keLJK9yB",1,0.81884956,0.18073493,Disaster
11495,arson,,"it's not just arson that's starting the fires though, in some ar… https://t.co/n6keLJK9yB",1,0.81884956,0.18073493,Disaster
11497,arson,日本 東京,"As part of our analysis of misinformation propagated about the Australian bushfires, has produced this detai…",1,0.8717528,0.123441584,Disaster
11497,arson,日本 東京,"As part of our analysis of misinformation propagated about the Australian bushfires, has produced this detai…",1,0.8717528,0.123441584,Disaster
11498,arson,Australia,"TASA member et al. was in the recently on, ' #Bushfires, #bots and #arson claims: #Aus…",1,0.90417683,0.09904322,Disaster
11498,arson,Australia,"TASA member et al. was in the recently on, ' #Bushfires, #bots and #arson claims: #Aus…",1,0.90417683,0.09904322,Disaster
11498,arson,Australia,"TASA member et al. was in the recently on, ' #Bushfires, #bots and #arson claims: #Aus…",1,0.90417683,0.09904322,Disaster
11499,arson,"Oregon, USA",HE HAS A FUCKING HEART AND A LITTLE RAINBOW EMBROIDERED ONTO HIS PANTS IM GOING TO COMMIT ARSON https://t.co/hF30TdQGpy,0,0.24622922,0.70229197,NOT a Disaster
11501,arson,"Kolkota, West Bengal","Violence, arson across West Bengal as strikers try to enforce bandh; 55 arrested in Kolkata - Times of India… https://t.co/bIMdUMDstT",1,0.89256406,0.10970857,Disaster
11503,arson,,"There's no doubt, , that officials are downplaying arson's role in Australia's fires (because they are global…",1,0.90635514,0.0924048,Disaster
11503,arson,,"There's no doubt, , that officials are downplaying arson's role in Australia's fires (because they are global…",1,0.90635514,0.0924048,Disaster
11504,arson,🎯🚩🔥☸आर्यव्रत☸🔥🚩🎯,"Dr ji Pakistan,Bangladesh 'Terrorist' Elements Behind Anti-CAA Arson, Says Dr.Swamy Dr Swamy claimed…",1,0.8865674,0.110787235,Disaster
11505,arson,,Arson major factor in Australian Fires... https://t.co/X59fykaOdA,1,0.91542095,0.08478127,Disaster
11505,arson,,Arson major factor in Australian Fires... https://t.co/X59fykaOdA,1,0.91542095,0.08478127,Disaster
11507,arson,"Perth, Western Australia","In response to those spreading misinformation about arson being behind the horrific bushfire season in Australia, here are…",1,0.8663339,0.1328139,Disaster
11507,arson,"Perth, Western Australia","In response to those spreading misinformation about arson being behind the horrific bushfire season in Australia, here are…",1,0.8663339,0.1328139,Disaster
11507,arson,"Perth, Western Australia","In response to those spreading misinformation about arson being behind the horrific bushfire season in Australia, here are…",1,0.8663339,0.1328139,Disaster
11513,arsonist,"Melbourne Australia
",Equivalent of an arsonist that lights the fire then rushes in as a hero to put it out! Except this fi… https://t.co/xFebDYfVsa,0,0.25299558,0.718952,NOT a Disaster
11513,arsonist,"Melbourne Australia
",Equivalent of an arsonist that lights the fire then rushes in as a hero to put it out! Except this fi… https://t.co/xFebDYfVsa,0,0.25299558,0.718952,NOT a Disaster
11514,arsonist,"Townsville, Queensland",Have I got this right #Arsonist in Chief of #AustraliaBurning Morrison is even smugger &amp; smirkier than usual bc he clai…,0,0.19689499,0.78409415,NOT a Disaster
11515,arsonist,,Fke news. None of the bush fires in Victoria were lit by arsonist.,1,0.9170176,0.08287124,Disaster
11515,arsonist,,Fke news. None of the bush fires in Victoria were lit by arsonist.,1,0.9170176,0.08287124,Disaster
11517,arsonist,United States,It’s called 185 arsonist!,0,0.20686114,0.7755797,NOT a Disaster
11524,arsonist,,Australia is burning because people intentionally set the bushes on fire to create panic that doesn't or… https://t.co/UjUGS9Mne1,1,0.75377905,0.23024379,Disaster
11525,arsonist,"Minnesota, USA","Trump is simply a political arsonist. He requires crisis and chaos to survive. If there is no crisis, he will create…",0,0.26542175,0.71088517,NOT a Disaster
11527,arsonist,,Moving on very quickly from the bush fires you arsonist,1,0.85718477,0.13330303,Disaster
11527,arsonist,,Moving on very quickly from the bush fires you arsonist,1,0.85718477,0.13330303,Disaster
11528,arsonist,,"Trump is simply a political arsonist. He requires crisis and chaos to survive. If there is no crisis, he…",0,0.25562778,0.721355,NOT a Disaster
11653,attacked,"Carolina, Puerto Rico",Remember when Brie Larson said we needed more diversity in critics for THIS exact reason and the internet attacked her... he…,0,0.24255672,0.7752151,NOT a Disaster
11839,bioterrorism,,It's bioterrorism causing it. They have arrested over a hundred arsonists for setting fires,1,0.82319057,0.17800926,Disaster
11839,bioterrorism,,It's bioterrorism causing it. They have arrested over a hundred arsonists for setting fires,1,0.82319057,0.17800926,Disaster
12066,blight,Earth,Oh that's a good point. We went with a tiefling named Avanka Fire-Blight.,0,0.19814433,0.7771881,NOT a Disaster
12112,blizzard,Famfrit,"Firefighter Hog, made in honor of the firefighters and the many animal lives that have been lost in the fires, as well as…",1,0.79146147,0.21365234,Disaster
12183,blood,Japan,Gunmen ‘open fire on protesters in Iran’ in videos that show blood on the streets of Tehran #Iran #HumanRights #IranProte…,1,0.8935171,0.11049716,Disaster
12581,bombing,"Essendon, Melbourne, Australia",What I keep wondering. Would these bushfires have been so severe and unputoutable if we'd had more water bombing aircraft…,1,0.90532225,0.0900563,Disaster
12581,bombing,"Essendon, Melbourne, Australia",What I keep wondering. Would these bushfires have been so severe and unputoutable if we'd had more water bombing aircraft…,1,0.90532225,0.0900563,Disaster
12601,bombing,Belgrade,"https://t.co/PPqaOwCEqB Libyan National Army commander Khalifa Haftar left Moscow without signing a ceasefire, Lavr… https://t.co/t4vCMzIqTX",1,0.88086075,0.117042534,Disaster
12637,bombing,Australia,"""resilience and adaption"" ... like how he adapted when he met with the fire chiefs ..like when he ok… https://t.co/pzg315JzG0",0,0.22048533,0.7588852,NOT a Disaster
12660,bridge-collapse,,Hurricane Harvey: Silsbee Tx Flooded at Hwy 96 - Day before the Bridge Collapse https://t.co/wjLM9rbQl6,1,0.9257342,0.07490537,Disaster
12662,bridge-collapse,,"Dont forget my friend. When there is crisis in India, RSS always comes for help. Bridge collapse, floods…",1,0.9099819,0.08436956,Disaster
12672,bridge-collapse,Carmel NY,"You must've missed the bridge collapse in 95 in Connecticut. Police, and Fire are locally funde… https://t.co/7suvQaNQsE",1,0.9068421,0.08714484,Disaster
12698,buildings-burning,Earth,Please tell me what is happening here. Why are those buildings burning? Who started the fire? Who killed those people? Why?,1,0.9014369,0.10506889,Disaster
12706,buildings-burning,Conchologia,From what I know...these burning buildings are an annual occurrence. I am not ruling out arson but jus… https://t.co/LsEc981h68,1,0.70237756,0.27215067,Disaster
12728,buildings-burning,Maryland,VIDEO: Drone footage captures massive Bound Brook fire from up above --&gt; https://t.co/GolN4wmpUQ (Courtesy: RH) https://t.co/3W…,1,0.8866214,0.10870093,Disaster
12742,buildings-burning,PlanetJCG,#BoundBrookFire Firefighters from several different departments came together to prevent even more buildings from burn…,1,0.8997624,0.10389668,Disaster
12744,buildings-burning,New York City,"Massive fire burning in apartment building under construction, neighboring buildings in New Jersey https://t.co/96UeW5Jpno",1,0.9162181,0.08186293,Disaster
12745,buildings-burning,NJ,#BoundBrookFire Firefighters from several different departments came together to prevent even more buildings from… https://t.co/WwYgBEupzJ,1,0.8646939,0.13482295,Disaster
12750,buildings-on-fire,,Fire Panel says a pull station was pulled in one of our buildings. All the pull stations look fine. Weird. Fire For… https://t.co/WNgumqeLlF,1,0.8751943,0.12687428,Disaster
12760,buildings-on-fire,,"With all the buildings that have been ‘set’ on fire in Glasgow over the last few years, it’s doesn’t sit right. the… https://t.co/6i6ZIfynFV",1,0.850207,0.13754332,Disaster
12761,buildings-on-fire,"Toronto, ON, Canada","When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage of this i…",1,0.9011616,0.102570355,Disaster
12767,buildings-on-fire,,Glasgow still setting unused buildings on fire in 2020 then 😂,1,0.902679,0.0998524,Disaster
12768,buildings-on-fire,"Bridgewater, NJ",An update on the massive fire on Main Street in Bound Brook Sunday night. https://t.co/GjM6x84Rtt,1,0.9125457,0.089435145,Disaster
12769,buildings-on-fire,Canberra,"Bushfire lessons available to act on ahead of royal commission, experts say ensuring towns have multiple access roads build…",1,0.84461343,0.14454359,Disaster
12769,buildings-on-fire,Canberra,"Bushfire lessons available to act on ahead of royal commission, experts say ensuring towns have multiple access roads build…",1,0.84461343,0.14454359,Disaster
12771,buildings-on-fire,Australia,"Bushfire lessons available to act on ahead of royal commission, experts say ensuring towns have multiple access roa… https://t.co/IWETVdgIkW",1,0.8582385,0.13186654,Disaster
12771,buildings-on-fire,Australia,"Bushfire lessons available to act on ahead of royal commission, experts say ensuring towns have multiple access roa… https://t.co/IWETVdgIkW",1,0.8582385,0.13186654,Disaster
12774,buildings-on-fire,Northern California USA,6-Alarm #Fire #BoundBrook #NewJersey Sun Massive Fire Start ~8PM 5 Story 174 Apt Bldg And Retail Under… https://t.co/mkAGx1QlRw,1,0.82742465,0.16221784,Disaster
12776,buildings-on-fire,Unknown,"An enormous fire on Sunday engulfed two apartment buildings that were under construction in Bound Brook, New Jersey, sowing pa…",1,0.9149113,0.08916713,Disaster
12777,buildings-on-fire,"New York, New York","Nearly 12 hours after this fire began, crews are STILL at the scene hosing down buildings to keep neighbors out of har…",1,0.9145499,0.09159746,Disaster
12778,buildings-on-fire,,"A raging fire in Bound Brook, New Jersey, on Sunday destroyed several buildings and went to seven alarms.… https://t.co/b12SdhSF4Z",1,0.92496365,0.0795741,Disaster
12780,buildings-on-fire,San Francisco,If 1 fire (4 buildings) knocks out to power to thousands what would a purposeful attack on the power grid do? Maybe… https://t.co/u8BWaYrDZw,1,0.7935545,0.1774243,Disaster
12781,buildings-on-fire,"Toronto, NYC, London","When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage o… https://t.co/oH3NIOqnLq",1,0.90271807,0.102375194,Disaster
12782,buildings-on-fire,,2 buildings on fire at seminole State College Stanford campus. 8 fire trucks including some from Longwood. #seminolestate.,1,0.9203568,0.082917176,Disaster
12783,buildings-on-fire,"Sanford, FL","Attention Raiders, the Seminole County Fire Department is on the SLM Campus assessing smoke from an electrical issue in…",1,0.74376345,0.25520805,Disaster
12786,buildings-on-fire,"Philadelphia, PA","A massive fire in North Jersey consumed at least five buildings, forced over 100 residents to evacuate and shut dow… https://t.co/7Y2wjitVyi",1,0.92508346,0.076656595,Disaster
12787,buildings-on-fire,New Jersey,"Following last night's seven-alarm fire in downtown Bound Brook, citizens face power outages, road closures and sch… https://t.co/1llyVlN0iJ",1,0.9259638,0.076470114,Disaster
12788,buildings-on-fire,imperial stronghold,"*the bombers fly high as the fighters fly low, the fighters fire their lazers at the buildings and small shops, as… https://t.co/UDmaZ4QqB0",1,0.7792541,0.19712818,Disaster
12790,buildings-on-fire,"Lima, OH",No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima. https://t.co/1tP3OuqyQe,1,0.91303664,0.09207256,Disaster
12793,buildings-on-fire,OnFreedomRoad.com,"#thankful 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions must be asked a… https://t.co/MpnzMeClP9",0,0.26588154,0.7517528,NOT a Disaster
12795,buildings-on-fire,,Update: the fire crossed the street. I’m hearing at least five buildings on that side affected. Town has several bl… https://t.co/0hR1HV8cIc,1,0.92429596,0.075434335,Disaster
12796,buildings-on-fire,"New York, NY","Nearly 12 hours after this fire began, crews are STILL at the scene hosing down buildings to keep neighbors out of… https://t.co/6YAj9uh9Yb",1,0.9110345,0.094539925,Disaster
12797,buildings-on-fire,Newcastle,"so buildings on fire everyone can’t get their stuff, passports etc and someone’s actually kicking off cos he needs… https://t.co/benJ3DVmfX",1,0.80772656,0.18124449,Disaster
12798,buildings-on-fire,near Detroit,Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,1,0.9292556,0.07197063,Disaster
12799,buildings-on-fire,USA,Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bou… https://t.co/aO79viaMHT,1,0.9280715,0.073602304,Disaster
12801,buildings-on-fire,,"Hoo, some less-terribly-priced Lego Fire Brigades and Town Halls slipped through my grasp, and maaaannnnn the price… https://t.co/k2JpgRVSG0",0,0.17487328,0.786602,NOT a Disaster
12802,buildings-on-fire,limburgia,but its not even the GOOD crime its just. People who can't drive and set empty buildings on fire,1,0.75954247,0.22368772,Disaster
12807,buildings-on-fire,,"A massive fire in Somerset County consumed at least five buildings, forced over 100 residents to evacuate and suspe… https://t.co/72cwoB36DA",1,0.9260054,0.07685038,Disaster
12809,buildings-on-fire,"Ohio, USA","This firefight far from over, Fire started at an apartment complex that was under construction,…",1,0.9176381,0.08737924,Disaster
12810,buildings-on-fire,"Illinois, USA","It doesn’t matter if it was one person or several hundred people, anyone who starts a fire on…",1,0.76296175,0.23528957,Disaster
12811,buildings-on-fire,"Glendale, Ca",Tfw ur buildings on fire. https://t.co/4HAIN43TZ4,1,0.9247907,0.07580292,Disaster
12815,burned,Tasmania/ACT,#Bushfires on #KI have ravaged #glossyblackcockatoo habitat to an extent that has us worried about the survival of the sp…,1,0.8639979,0.12649494,Disaster
12815,burned,Tasmania/ACT,#Bushfires on #KI have ravaged #glossyblackcockatoo habitat to an extent that has us worried about the survival of the sp…,1,0.8639979,0.12649494,Disaster
12827,burned,Japan,This timelapse of #Sentinel3 🇪🇺🛰 imagery shows the magnitude of the #AustralianBushfire crisis in terms of burned areas…,1,0.91931933,0.08273948,Disaster
12827,burned,Japan,This timelapse of #Sentinel3 🇪🇺🛰 imagery shows the magnitude of the #AustralianBushfire crisis in terms of burned areas…,1,0.91931933,0.08273948,Disaster
12833,burned,Ballina nsw australia,"Despite extensive hazard reduction burning across the country over the past decade, some are arguing these #bushfires are evide…",1,0.87605816,0.121419415,Disaster
12833,burned,Ballina nsw australia,"Despite extensive hazard reduction burning across the country over the past decade, some are arguing these #bushfires are evide…",1,0.87605816,0.121419415,Disaster
12837,burned,,🚨 AUSTRALIA IS ON FIRE 😭 At least 24 people have so far been killed - including three volunteer firefighters - and mor…,1,0.9260878,0.076494955,Disaster
12838,burned,"Melbourne, Victoria","Hello all, as you guys know Australia has been on fire for quite a while now, almost 500,000,000 animals have been wiped o…",1,0.7703584,0.20347121,Disaster
12839,burned,"Brisbane, Queensland",real-time-ish NSW burned areas finally available for the current fire season as a webservice and holy shit just look at i…,1,0.8855302,0.11934455,Disaster
12840,burned,On the road again,The trial over Ghylaine Bouchait is underway in Nanterre outside Paris. She burned to death inside her apartment in a fire…,1,0.7983574,0.21715637,Disaster
12843,burned,towards The Center,Sami Yusuf- Fire - Live in concert 2015 Sami my dear Ustad you really burned the stage 🔥 with your smile I really… https://t.co/ri6CXJtZ7R,0,0.2837924,0.7043957,NOT a Disaster
12846,burned,au,13 years ago we predicted that the worst fire seasons would be directly observable in australia by the year 2020. australia’s…,1,0.88223684,0.11745826,Disaster
12851,burned,,"Hello all, as you guys know Australia has been on fire for quite a while now, almost 500,000,000 animals have been… https://t.co/YLq11QTQ4R",1,0.80743307,0.17083102,Disaster
12852,burned,au,"Australia’s government called bushfire damage to wildlife an ""ecological disaster."" The military is clearing up scores of dead…",1,0.91815495,0.07965981,Disaster
12852,burned,au,"Australia’s government called bushfire damage to wildlife an ""ecological disaster."" The military is clearing up scores of dead…",1,0.91815495,0.07965981,Disaster
12863,burned,Planet Earth,"""This devastating loss due to the fires is simply unfathomable."" Since August, about 7 million acres — about a sixth of t…",1,0.8947368,0.10771827,Disaster
12867,burning,,Keep the fire burning One Its. Let's fight till the end just like how the boys fought till the end. X1 and One Its...we'll…,0,0.23356216,0.74809164,NOT a Disaster
12873,burning,India,"#Burning GN Rao Committee #Report and the #Boston Consulting Group Report in the #Bhogi Fire, along with other Trash, in #Thu…",1,0.9141602,0.081026815,Disaster
12920,burning,Sydney,"Staff at Mogo Zoo on the NSW South Coast saved the property, fighting fires burning at the zoo. These gorgeous gibbons were…",1,0.8088971,0.16889149,Disaster
12924,bush-fires,Norwich UK,Today me and Christian are dedicating our sign language song to everyone in Australia who is affected by the bush fire…,1,0.82007897,0.17841375,Disaster
12925,bush-fires,United States,"Linking the bushfire disaster in NSW to climate change is ""an absolute nonsense"" and reducing fuel loads in the Australi…",1,0.8881975,0.10299451,Disaster
